iter	Logloss
315	0.2629405734
316	0.2629323973
317	0.2627361762
318	0.2627017045
319	0.2626101998
320	0.2626034174
321	0.2625842483
322	0.2625723254
323	0.2625247785
324	0.2624960673
325	0.2624629586
326	0.2624313655
327	0.2623605992
328	0.2622300399
329	0.2621941873
330	0.2621679908
331	0.2621339553
332	0.2620603624
333	0.2619835211
334	0.2619280351
335	0.2618121715
336	0.2617255734
337	0.2616585727
338	0.2616110028
339	0.2615471711
340	0.2614339178
341	0.2614207272
342	0.2613865617
343	0.2613514032
344	0.2612594051
345	0.2612471096
346	0.261218204
347	0.2612084732
348	0.2611875305
349	0.2611323504
350	0.2610994964
351	0.2610738137
352	0.2610107439
353	0.2609436344
354	0.2608927103
355	0.2608724464
356	0.2608083854
357	0.2607604146
358	0.26074839
359	0.2606800177
360	0.2606243812
361	0.2605617861
362	0.2605083765
363	0.2604662492
364	0.2604053137
365	0.2603650146
366	0.2603237066
367	0.2602263897
368	0.2601724528
369	0.2601245036
370	0.2600655259
371	0.2600542644
372	0.2598390778
373	0.2598349487
374	0.2598232714
375	0.2598047584
376	0.2597764939
377	0.2597520336
378	0.2596979708
379	0.2596427752
380	0.2596065538
381	0.2595933025
382	0.2594959681
383	0.2594735002
384	0.2593942034
385	0.2593735234
386	0.2593064494
387	0.2592460802
388	0.2591838554
389	0.2591056406
390	0.2590448527
391	0.259016704
392	0.2589939395
393	0.2589606623
394	0.2588947529
395	0.25888444
396	0.2588551982
397	0.2588133942
398	0.2587709574
399	0.2587148358
400	0.258608377
401	0.2585246516
402	0.2584756742
403	0.2584510449
404	0.258433407
405	0.2584038276
406	0.2583902664
407	0.2583549942
408	0.258288514
409	0.258273056
410	0.2582409891
411	0.2581954958
412	0.2581750183
413	0.2581521184
414	0.258088053
415	0.2580495604
416	0.2580319933
417	0.2580049181
418	0.2579846722
419	0.2579295381
420	0.2579116808
421	0.2578633478
422	0.2578174585
423	0.2578116256
424	0.2577814232
425	0.2577547502
426	0.2576792508
427	0.2576482521
428	0.257589284
429	0.2575727211
430	0.2575356634
431	0.2574984717
432	0.2574873659
433	0.257474878
434	0.2573929079
435	0.2571991774
436	0.2571873559
437	0.2571242568
438	0.2570834199
439	0.257055469
440	0.2570400027
441	0.2569796113
442	0.256929946
443	0.256851046
444	0.2568297742
445	0.256683687
446	0.2566670481
447	0.2566078744
448	0.2565523966
449	0.2565440283
450	0.2565388741
451	0.2565191174
452	0.2564586392
453	0.2563976563
454	0.2563618559
455	0.2563199363
456	0.2562943041
457	0.2562760667
458	0.2562588935
459	0.2562375427
460	0.2561790312
461	0.2561418988
462	0.2561232381
463	0.256084434
464	0.2560542016
465	0.2560263372
466	0.2560122115
467	0.2560105231
468	0.2559944819
469	0.2559833858
470	0.2559219161
471	0.2558775203
472	0.2558424926
473	0.2557115477
474	0.255664807
475	0.2556044383
476	0.255584484
477	0.2555685542
478	0.2555450002
479	0.2554836737
480	0.2554626636
481	0.2554402965
482	0.2553721492
483	0.2552797246
484	0.2552373086
485	0.255222556
486	0.2551612909
487	0.2551371138
488	0.2550970094
489	0.255050753
490	0.2549865534
491	0.2549668762
492	0.2549267782
493	0.2548621996
494	0.2548334863
495	0.2548013814
496	0.2546030119
497	0.2544728751
498	0.2543876703
499	0.2543845882
